o_name,o_addr,o_lat,o_lon,d_name,d_addr,d_lat,d_lon,visited
정동사거리,중구,37.56805038,126.9692307,정동길입구,중구,37.56505203,126.9734039,67
정동사거리,중구,37.56805038,126.9692307,시청역(2호선) 9번출구 뒤,중구,37.56322861,126.9748383,36
정동사거리,중구,37.56805038,126.9692307,경희궁 자이 3단지,종로구,37.56748962,126.9659195,16
정동사거리,중구,37.56805038,126.9692307,종각역 5번출구,종로구,37.56983566,126.9826584,16
정동사거리,중구,37.56805038,126.9692307,부산은행,중구,37.5664711,126.9792557,25
정동사거리,중구,37.56805038,126.9692307,광화문역 6번출구 옆,종로구,37.56988907,126.9764557,24
정동사거리,중구,37.56805038,126.9692307,KG타워 앞,중구,37.56339645,126.9689407,13
정동사거리,중구,37.56805038,126.9692307,광화문 S타워 앞,종로구,37.56996918,126.973938,49
정동사거리,중구,37.56805038,126.9692307,독립문역 사거리,종로구,37.57202911,126.9607849,17
정동사거리,중구,37.56805038,126.9692307,서울도시건축전시관,중구,37.5670166,126.9768372,40
정동사거리,중구,37.56805038,126.9692307,을지로지하쇼핑센터,중구,37.56599045,126.9842758,13
정동사거리,중구,37.56805038,126.9692307,광화문역 5번출구,종로구,37.56989288,126.9775696,11
정동사거리,중구,37.56805038,126.9692307,경희궁 자이 2단지,종로구,37.56885529,126.9645615,25
정동사거리,중구,37.56805038,126.9692307,을지로입구역 8번출구,중구,37.56590271,126.981781,11
경복궁역 7번출구 앞,종로구,37.57579422,126.9714508,파크팰리스,종로구,37.57455063,126.9705505,31
경복궁역 7번출구 앞,종로구,37.57579422,126.9714508,서울지방경찰청,종로구,37.57436371,126.9723663,25
경복궁역 7번출구 앞,종로구,37.57579422,126.9714508,광화문역 1번출구 앞,종로구,37.57176971,126.9746628,41
경복궁역 7번출구 앞,종로구,37.57579422,126.9714508,광화문 S타워 앞,종로구,37.56996918,126.973938,61
경복궁역 7번출구 앞,종로구,37.57579422,126.9714508,세종로공원,종로구,37.57405853,126.9757996,17
경복궁역 7번출구 앞,종로구,37.57579422,126.9714508,서울역사박물관 앞,종로구,37.56999969,126.9710999,39
경복궁역 7번출구 앞,종로구,37.57579422,126.9714508,서울도시건축전시관,중구,37.5670166,126.9768372,23
경복궁역 7번출구 앞,종로구,37.57579422,126.9714508,종각역 1번출구 앞,종로구,37.57039642,126.9817886,20
경복궁역 7번출구 앞,종로구,37.57579422,126.9714508,광화문 시민열린마당,종로구,37.57549286,126.9785004,13
경복궁역 7번출구 앞,종로구,37.57579422,126.9714508,광화문역 5번출구,종로구,37.56989288,126.9775696,22
경복궁역 7번출구 앞,종로구,37.57579422,126.9714508,청계광장 옆,중구,37.56887817,126.9774704,13
경복궁역 7번출구 앞,종로구,37.57579422,126.9714508,청운초교 앞 삼거리,종로구,37.58507919,126.9706192,12
경복궁역 7번출구 앞,종로구,37.57579422,126.9714508,자교교회 앞,종로구,37.58114624,126.9712372,34
경복궁역 7번출구 앞,종로구,37.57579422,126.9714508,종로구청 옆,종로구,37.57245255,126.9786682,35
경복궁역 7번출구 앞,종로구,37.57579422,126.9714508,경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,11
경복궁역 7번출구 앞,종로구,37.57579422,126.9714508,사직동주민센터,종로구,37.57633209,126.9685898,20
경복궁역 7번출구 앞,종로구,37.57579422,126.9714508,시청역(2호선) 9번출구 뒤,중구,37.56322861,126.9748383,18
경복궁역 7번출구 앞,종로구,37.57579422,126.9714508,안국역 5번출구 앞,종로구,37.57624054,126.9861603,15
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,삼청동 골목,종로구,37.58419037,126.9816971,77
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,광화문역 1번출구 앞,종로구,37.57176971,126.9746628,85
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,안국동사거리(신),종로구,37.57580566,126.9833908,40
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,서울도시건축전시관,중구,37.5670166,126.9768372,34
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,광화문역 5번출구,종로구,37.56989288,126.9775696,44
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,광화문 시민열린마당,종로구,37.57549286,126.9785004,44
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,조계사앞사거리(파리바케트앞),종로구,37.5721817,126.9828339,15
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,시청역(2호선) 9번출구 뒤,중구,37.56322861,126.9748383,13
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,국립현대미술관,종로구,37.5797081,126.9808579,42
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,청계광장 옆,중구,37.56887817,126.9774704,34
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,청운초교 앞 삼거리,종로구,37.58507919,126.9706192,43
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,자교교회 앞,종로구,37.58114624,126.9712372,49
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,종로구청 옆,종로구,37.57245255,126.9786682,44
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,광화문 S타워 앞,종로구,37.56996918,126.973938,17
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,종로2가 버스정류장 (종각방향),종로구,37.57035828,126.9863815,12
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,을지로입구역 2번출구,중구,37.56634521,126.9822922,14
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,청구역 2번출구 앞,중구,37.5604744,127.0140762,11
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,재동초교 앞 삼거리,종로구,37.57938766,126.9849472,30
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,종각역 1번출구 앞,종로구,37.57039642,126.9817886,20
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,파크팰리스,종로구,37.57455063,126.9705505,12
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,낙원상가 옆,종로구,37.57335663,126.9874649,14
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,종로꽃시장 입구 옆,종로구,37.57131958,127.0072098,14
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,사직동주민센터,종로구,37.57633209,126.9685898,15
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,안국역 5번출구 앞,종로구,37.57624054,126.9861603,19
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,종각역 5번출구,종로구,37.56983566,126.9826584,16
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,서울역5번출구,중구,37.55677032,126.9731979,14
경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,효자동 삼거리,종로구,37.58360291,126.9725494,36
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,서울역 센트럴 자이아파트,중구,37.55410767,126.9654083,12
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,49
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,서울지방경찰청,종로구,37.57436371,126.9723663,76
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,시청역(2호선) 9번출구 뒤,중구,37.56322861,126.9748383,51
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,종각역 1번출구 앞,종로구,37.57039642,126.9817886,61
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,서울도시건축전시관,중구,37.5670166,126.9768372,151
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,서울지방고용노동청 앞,중구,37.56761551,126.9872437,25
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,부산은행,중구,37.5664711,126.9792557,26
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,자교교회 앞,종로구,37.58114624,126.9712372,88
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,세종로공원,종로구,37.57405853,126.9757996,16
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,광화문역 6번출구 옆,종로구,37.56988907,126.9764557,22
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,파크팰리스,종로구,37.57455063,126.9705505,103
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,광화문 S타워 앞,종로구,37.56996918,126.973938,14
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,광화문 풍림스페이스본 1단지앞,종로구,37.57529068,126.968956,53
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,종로구청 옆,종로구,37.57245255,126.9786682,25
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,서울역사박물관 앞,종로구,37.56999969,126.9710999,27
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,종로2가 사거리,종로구,37.56999207,126.9883423,25
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,종각역 5번출구,종로구,37.56983566,126.9826584,55
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,경복궁역 7번출구 앞,종로구,37.57579422,126.9714508,37
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,광화문역 5번출구,종로구,37.56989288,126.9775696,19
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,대한상공회의소,중구,37.56015396,126.9741058,20
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,사직동주민센터,종로구,37.57633209,126.9685898,17
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,안국동사거리(신),종로구,37.57580566,126.9833908,24
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,을지로입구역 4번출구 앞,중구,37.56622314,126.9835892,18
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,청계광장 옆,중구,37.56887817,126.9774704,13
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,서울역5번출구,중구,37.55677032,126.9731979,18
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,광화문 시민열린마당,종로구,37.57549286,126.9785004,16
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,청운초교 앞 삼거리,종로구,37.58507919,126.9706192,21
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,을지로입구역 2번출구,중구,37.56634521,126.9822922,27
광화문역 1번출구 앞,종로구,37.57176971,126.9746628,재동초교 앞 삼거리,종로구,37.57938766,126.9849472,12
종로구청 옆,종로구,37.57245255,126.9786682,KEB하나은행 장충동지점,중구,37.56217194,127.0062637,17
종로구청 옆,종로구,37.57245255,126.9786682,광화문 S타워 앞,종로구,37.56996918,126.973938,12
종로구청 옆,종로구,37.57245255,126.9786682,을지로2가 사거리 북측,중구,37.56638336,126.9872055,16
종로구청 옆,종로구,37.57245255,126.9786682,종로타워빌딩,종로구,37.57051086,126.9833679,21
종로구청 옆,종로구,37.57245255,126.9786682,삼청동 골목,종로구,37.58419037,126.9816971,44
종로구청 옆,종로구,37.57245255,126.9786682,서울역사박물관 앞,종로구,37.56999969,126.9710999,12
종로구청 옆,종로구,37.57245255,126.9786682,광화문 시민열린마당,종로구,37.57549286,126.9785004,31
종로구청 옆,종로구,37.57245255,126.9786682,경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,43
종로구청 옆,종로구,37.57245255,126.9786682,조계사앞사거리(파리바케트앞),종로구,37.5721817,126.9828339,28
종로구청 옆,종로구,37.57245255,126.9786682,우리은행 서소문금융센터,중구,37.56284332,126.9726181,36
종로구청 옆,종로구,37.57245255,126.9786682,자교교회 앞,종로구,37.58114624,126.9712372,22
종로구청 옆,종로구,37.57245255,126.9786682,광화문역 5번출구,종로구,37.56989288,126.9775696,12
종로구청 옆,종로구,37.57245255,126.9786682,서울도시건축전시관,중구,37.5670166,126.9768372,14
종로구청 옆,종로구,37.57245255,126.9786682,파크팰리스,종로구,37.57455063,126.9705505,47
종로구청 옆,종로구,37.57245255,126.9786682,효자동 삼거리,종로구,37.58360291,126.9725494,11
종로구청 옆,종로구,37.57245255,126.9786682,경복궁역 7번출구 앞,종로구,37.57579422,126.9714508,29
종로구청 옆,종로구,37.57245255,126.9786682,안국동사거리(신),종로구,37.57580566,126.9833908,23
종로구청 옆,종로구,37.57245255,126.9786682,안국역 5번출구 앞,종로구,37.57624054,126.9861603,23
종로구청 옆,종로구,37.57245255,126.9786682,부산은행,중구,37.5664711,126.9792557,16
종로구청 옆,종로구,37.57245255,126.9786682,종각역 1번출구 앞,종로구,37.57039642,126.9817886,32
종로구청 옆,종로구,37.57245255,126.9786682,국립현대미술관,종로구,37.5797081,126.9808579,58
종로구청 옆,종로구,37.57245255,126.9786682,현대 뜨레비앙 아파트 앞,종로구,37.57528305,126.9906235,17
종로구청 옆,종로구,37.57245255,126.9786682,을지로입구역 2번출구,중구,37.56634521,126.9822922,21
종로구청 옆,종로구,37.57245255,126.9786682,경희궁 자이 3단지,종로구,37.56748962,126.9659195,12
종로구청 옆,종로구,37.57245255,126.9786682,재동초교 앞 삼거리,종로구,37.57938766,126.9849472,18
종로구청 옆,종로구,37.57245255,126.9786682,광화문역 1번출구 앞,종로구,37.57176971,126.9746628,15
종로구청 옆,종로구,37.57245255,126.9786682,서울역5번출구,중구,37.55677032,126.9731979,11
종로구청 옆,종로구,37.57245255,126.9786682,웨스틴 조선호텔,중구,37.56415939,126.9794846,15
종로구청 옆,종로구,37.57245255,126.9786682,SK 서린빌딩 앞,종로구,37.5692482,126.9805374,13
서울역사박물관 앞,종로구,37.56999969,126.9710999,정동길입구,중구,37.56505203,126.9734039,20
서울역사박물관 앞,종로구,37.56999969,126.9710999,종각역 1번출구 앞,종로구,37.57039642,126.9817886,30
서울역사박물관 앞,종로구,37.56999969,126.9710999,을지로입구역 8번출구,중구,37.56590271,126.981781,14
서울역사박물관 앞,종로구,37.56999969,126.9710999,광화문역 1번출구 앞,종로구,37.57176971,126.9746628,26
서울역사박물관 앞,종로구,37.56999969,126.9710999,경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,12
서울역사박물관 앞,종로구,37.56999969,126.9710999,파크팰리스,종로구,37.57455063,126.9705505,16
서울역사박물관 앞,종로구,37.56999969,126.9710999,경희궁 자이 2단지,종로구,37.56885529,126.9645615,18
서울역사박물관 앞,종로구,37.56999969,126.9710999,낙원상가 옆,종로구,37.57335663,126.9874649,16
서울역사박물관 앞,종로구,37.56999969,126.9710999,독립문역 3-1번출구,종로구,37.57384872,126.9586945,11
서울역사박물관 앞,종로구,37.56999969,126.9710999,서울도시건축전시관,중구,37.5670166,126.9768372,14
서울역사박물관 앞,종로구,37.56999969,126.9710999,경복궁역 7번출구 앞,종로구,37.57579422,126.9714508,37
서울역사박물관 앞,종로구,37.56999969,126.9710999,부산은행,중구,37.5664711,126.9792557,11
서울역사박물관 앞,종로구,37.56999969,126.9710999,경희궁 자이 3단지,종로구,37.56748962,126.9659195,14
서울역사박물관 앞,종로구,37.56999969,126.9710999,을지로입구역 2번출구,중구,37.56634521,126.9822922,16
서울역사박물관 앞,종로구,37.56999969,126.9710999,종로구청 옆,종로구,37.57245255,126.9786682,21
서울역사박물관 앞,종로구,37.56999969,126.9710999,서울지방경찰청,종로구,37.57436371,126.9723663,15
서울역사박물관 앞,종로구,37.56999969,126.9710999,광화문 풍림스페이스본 1단지앞,종로구,37.57529068,126.968956,12
광화문 S타워 앞,종로구,37.56996918,126.973938,자교교회 앞,종로구,37.58114624,126.9712372,34
광화문 S타워 앞,종로구,37.56996918,126.973938,종로구청 옆,종로구,37.57245255,126.9786682,23
광화문 S타워 앞,종로구,37.56996918,126.973938,광화문 시민열린마당,종로구,37.57549286,126.9785004,18
광화문 S타워 앞,종로구,37.56996918,126.973938,정동사거리,중구,37.56805038,126.9692307,36
광화문 S타워 앞,종로구,37.56996918,126.973938,청운초교 앞 삼거리,종로구,37.58507919,126.9706192,17
광화문 S타워 앞,종로구,37.56996918,126.973938,서울도시건축전시관,중구,37.5670166,126.9768372,205
광화문 S타워 앞,종로구,37.56996918,126.973938,경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,25
광화문 S타워 앞,종로구,37.56996918,126.973938,경복궁역 7번출구 앞,종로구,37.57579422,126.9714508,31
광화문 S타워 앞,종로구,37.56996918,126.973938,파크팰리스,종로구,37.57455063,126.9705505,21
광화문 S타워 앞,종로구,37.56996918,126.973938,을지로입구역 8번출구,중구,37.56590271,126.981781,16
광화문 S타워 앞,종로구,37.56996918,126.973938,시청역(2호선) 9번출구 뒤,중구,37.56322861,126.9748383,34
광화문 S타워 앞,종로구,37.56996918,126.973938,종각역 1번출구 앞,종로구,37.57039642,126.9817886,20
광화문 S타워 앞,종로구,37.56996918,126.973938,광화문역 1번출구 앞,종로구,37.57176971,126.9746628,21
광화문 S타워 앞,종로구,37.56996918,126.973938,서울역5번출구,중구,37.55677032,126.9731979,27
광화문 S타워 앞,종로구,37.56996918,126.973938,광화문역 6번출구 옆,종로구,37.56988907,126.9764557,31
광화문 S타워 앞,종로구,37.56996918,126.973938,서울역 서부교차로2,중구,37.55536652,126.9686432,13
광화문 S타워 앞,종로구,37.56996918,126.973938,독립문역 사거리,종로구,37.57202911,126.9607849,27
광화문 S타워 앞,종로구,37.56996918,126.973938,SK 서린빌딩 앞,종로구,37.5692482,126.9805374,13
광화문 S타워 앞,종로구,37.56996918,126.973938,종각역 5번출구,종로구,37.56983566,126.9826584,40
광화문 S타워 앞,종로구,37.56996918,126.973938,광화문역 5번출구,종로구,37.56989288,126.9775696,33
광화문 S타워 앞,종로구,37.56996918,126.973938,세종로공원,종로구,37.57405853,126.9757996,17
광화문 S타워 앞,종로구,37.56996918,126.973938,부산은행,중구,37.5664711,126.9792557,14
광화문 S타워 앞,종로구,37.56996918,126.973938,을지로입구역 2번출구,중구,37.56634521,126.9822922,15
광화문역 6번출구 옆,종로구,37.56988907,126.9764557,서울도시건축전시관,중구,37.5670166,126.9768372,71
광화문역 6번출구 옆,종로구,37.56988907,126.9764557,을지로입구역 2번출구,중구,37.56634521,126.9822922,22
광화문역 6번출구 옆,종로구,37.56988907,126.9764557,부산은행,중구,37.5664711,126.9792557,14
광화문역 6번출구 옆,종로구,37.56988907,126.9764557,대한상공회의소,중구,37.56015396,126.9741058,20
광화문역 6번출구 옆,종로구,37.56988907,126.9764557,광화문역 1번출구 앞,종로구,37.57176971,126.9746628,13
광화문역 6번출구 옆,종로구,37.56988907,126.9764557,종각역 5번출구,종로구,37.56983566,126.9826584,19
광화문역 6번출구 옆,종로구,37.56988907,126.9764557,파크팰리스,종로구,37.57455063,126.9705505,17
광화문역 6번출구 옆,종로구,37.56988907,126.9764557,서울역5번출구,중구,37.55677032,126.9731979,13
광화문역 6번출구 옆,종로구,37.56988907,126.9764557,회현역 7번출구,중구,37.55974579,126.9800034,13
광화문역 6번출구 옆,종로구,37.56988907,126.9764557,을지로입구역 8번출구,중구,37.56590271,126.981781,11
광화문역 6번출구 옆,종로구,37.56988907,126.9764557,독립문역 3-1번출구,종로구,37.57384872,126.9586945,11
광화문역 6번출구 옆,종로구,37.56988907,126.9764557,광화문 S타워 앞,종로구,37.56996918,126.973938,34
광화문역 6번출구 옆,종로구,37.56988907,126.9764557,시청역(2호선) 9번출구 뒤,중구,37.56322861,126.9748383,13
광화문역 6번출구 옆,종로구,37.56988907,126.9764557,광화문역 5번출구,종로구,37.56989288,126.9775696,16
광화문역 6번출구 옆,종로구,37.56988907,126.9764557,종로2가 사거리,종로구,37.56999207,126.9883423,15
광화문역 6번출구 옆,종로구,37.56988907,126.9764557,종각역 1번출구 앞,종로구,37.57039642,126.9817886,14
청계광장 옆,중구,37.56887817,126.9774704,시청역(2호선) 9번출구 뒤,중구,37.56322861,126.9748383,25
청계광장 옆,중구,37.56887817,126.9774704,광화문 S타워 앞,종로구,37.56996918,126.973938,35
청계광장 옆,중구,37.56887817,126.9774704,종로구청 옆,종로구,37.57245255,126.9786682,22
청계광장 옆,중구,37.56887817,126.9774704,혜화동 로터리,종로구,37.58562851,127.000679,11
청계광장 옆,중구,37.56887817,126.9774704,서울도시건축전시관,중구,37.5670166,126.9768372,12
청계광장 옆,중구,37.56887817,126.9774704,세종로공원,종로구,37.57405853,126.9757996,30
청계광장 옆,중구,37.56887817,126.9774704,광화문역 1번출구 앞,종로구,37.57176971,126.9746628,27
청계광장 옆,중구,37.56887817,126.9774704,국립현대미술관,종로구,37.5797081,126.9808579,12
청계광장 옆,중구,37.56887817,126.9774704,서울지방고용노동청 앞,중구,37.56761551,126.9872437,14
청계광장 옆,중구,37.56887817,126.9774704,대한상공회의소,중구,37.56015396,126.9741058,11
청계광장 옆,중구,37.56887817,126.9774704,광화문역 5번출구,종로구,37.56989288,126.9775696,17
청계광장 옆,중구,37.56887817,126.9774704,원남동사거리,종로구,37.57606125,126.9976807,16
청계광장 옆,중구,37.56887817,126.9774704,서울지방경찰청,종로구,37.57436371,126.9723663,18
청계광장 옆,중구,37.56887817,126.9774704,을지로입구역 2번출구,중구,37.56634521,126.9822922,13
청계광장 옆,중구,37.56887817,126.9774704,경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,17
국립현대미술관,종로구,37.5797081,126.9808579,자교교회 앞,종로구,37.58114624,126.9712372,20
국립현대미술관,종로구,37.5797081,126.9808579,서울도시건축전시관,중구,37.5670166,126.9768372,23
국립현대미술관,종로구,37.5797081,126.9808579,조계사앞사거리(파리바케트앞),종로구,37.5721817,126.9828339,15
국립현대미술관,종로구,37.5797081,126.9808579,경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,29
국립현대미술관,종로구,37.5797081,126.9808579,안국동사거리(신),종로구,37.57580566,126.9833908,103
국립현대미술관,종로구,37.5797081,126.9808579,종로구청 옆,종로구,37.57245255,126.9786682,29
국립현대미술관,종로구,37.5797081,126.9808579,안국역 5번출구 앞,종로구,37.57624054,126.9861603,14
국립현대미술관,종로구,37.5797081,126.9808579,광화문역 5번출구,종로구,37.56989288,126.9775696,11
국립현대미술관,종로구,37.5797081,126.9808579,종각역 1번출구 앞,종로구,37.57039642,126.9817886,23
국립현대미술관,종로구,37.5797081,126.9808579,낙원상가 옆,종로구,37.57335663,126.9874649,21
국립현대미술관,종로구,37.5797081,126.9808579,종로타워빌딩,종로구,37.57051086,126.9833679,11
종각역 1번출구 앞,종로구,37.57039642,126.9817886,광화문역 1번출구 앞,종로구,37.57176971,126.9746628,88
종각역 1번출구 앞,종로구,37.57039642,126.9817886,종로구청 옆,종로구,37.57245255,126.9786682,41
종각역 1번출구 앞,종로구,37.57039642,126.9817886,광화문 S타워 앞,종로구,37.56996918,126.973938,24
종각역 1번출구 앞,종로구,37.57039642,126.9817886,광화문역 5번출구,종로구,37.56989288,126.9775696,26
종각역 1번출구 앞,종로구,37.57039642,126.9817886,서울역사박물관 앞,종로구,37.56999969,126.9710999,38
종각역 1번출구 앞,종로구,37.57039642,126.9817886,광화문 시민열린마당,종로구,37.57549286,126.9785004,59
종각역 1번출구 앞,종로구,37.57039642,126.9817886,을지로2가 사거리 남측,중구,37.56599045,126.987793,14
종각역 1번출구 앞,종로구,37.57039642,126.9817886,조계사앞사거리(파리바케트앞),종로구,37.5721817,126.9828339,19
종각역 1번출구 앞,종로구,37.57039642,126.9817886,부산은행,중구,37.5664711,126.9792557,13
종각역 1번출구 앞,종로구,37.57039642,126.9817886,서울지방경찰청,종로구,37.57436371,126.9723663,28
종각역 1번출구 앞,종로구,37.57039642,126.9817886,자교교회 앞,종로구,37.58114624,126.9712372,13
종각역 1번출구 앞,종로구,37.57039642,126.9817886,우리은행 서소문금융센터,중구,37.56284332,126.9726181,15
종각역 1번출구 앞,종로구,37.57039642,126.9817886,파크팰리스,종로구,37.57455063,126.9705505,30
종각역 1번출구 앞,종로구,37.57039642,126.9817886,삼청동 골목,종로구,37.58419037,126.9816971,29
종각역 1번출구 앞,종로구,37.57039642,126.9817886,을지로입구역 2번출구,중구,37.56634521,126.9822922,83
종각역 1번출구 앞,종로구,37.57039642,126.9817886,종로2가 버스정류장 (종각방향),종로구,37.57035828,126.9863815,14
종각역 1번출구 앞,종로구,37.57039642,126.9817886,종로3가역 8번출구,종로구,37.5724678,126.99189,17
종각역 1번출구 앞,종로구,37.57039642,126.9817886,낙원상가 옆,종로구,37.57335663,126.9874649,52
종각역 1번출구 앞,종로구,37.57039642,126.9817886,국제빌딩,중구,37.56693268,126.9825821,12
종각역 1번출구 앞,종로구,37.57039642,126.9817886,청계천 영도교,중구,37.5710144,127.0197449,15
종각역 1번출구 앞,종로구,37.57039642,126.9817886,포르투갈 대사관 앞,종로구,37.57915497,126.9889603,17
종각역 1번출구 앞,종로구,37.57039642,126.9817886,안국역 5번출구 앞,종로구,37.57624054,126.9861603,19
종각역 1번출구 앞,종로구,37.57039642,126.9817886,광화문역 6번출구 옆,종로구,37.56988907,126.9764557,12
종각역 1번출구 앞,종로구,37.57039642,126.9817886,종각역 5번출구,종로구,37.56983566,126.9826584,35
종각역 1번출구 앞,종로구,37.57039642,126.9817886,안국동사거리(신),종로구,37.57580566,126.9833908,14
종각역 1번출구 앞,종로구,37.57039642,126.9817886,경희궁 자이 2단지,종로구,37.56885529,126.9645615,15
종각역 1번출구 앞,종로구,37.57039642,126.9817886,경복궁역 4번출구 뒤,종로구,37.57594681,126.9740601,19
종각역 1번출구 앞,종로구,37.57039642,126.9817886,탑골공원 앞,종로구,37.57039642,126.9881897,14
종각역 1번출구 앞,종로구,37.57039642,126.9817886,신당역 10번 출구,중구,37.56703186,127.0157929,11
종각역 1번출구 앞,종로구,37.57039642,126.9817886,종로3가역 2번출구 뒤,종로구,37.5705986,126.9917908,11
종각역 1번출구 앞,종로구,37.57039642,126.9817886,SK 서린빌딩 앞,종로구,37.5692482,126.9805374,11
종각역 1번출구 앞,종로구,37.57039642,126.9817886,시청역(2호선) 9번출구 뒤,중구,37.56322861,126.9748383,12
광교사거리 남측,중구,37.56863403,126.9823151,광화문 S타워 앞,종로구,37.56996918,126.973938,14
광교사거리 남측,중구,37.56863403,126.9823151,광화문역 1번출구 앞,종로구,37.57176971,126.9746628,15
광교사거리 남측,중구,37.56863403,126.9823151,서울역사박물관 앞,종로구,37.56999969,126.9710999,11
광교사거리 남측,중구,37.56863403,126.9823151,광화문역 5번출구,종로구,37.56989288,126.9775696,17
광교사거리 남측,중구,37.56863403,126.9823151,재동초교 앞 삼거리,종로구,37.57938766,126.9849472,12
광교사거리 남측,중구,37.56863403,126.9823151,시청역(2호선) 9번출구 뒤,중구,37.56322861,126.9748383,12
광교사거리 남측,중구,37.56863403,126.9823151,을지로입구역 2번출구,중구,37.56634521,126.9822922,13
을지로입구역 4번출구 앞,중구,37.56622314,126.9835892,서울역9번출구,중구,37.55599976,126.9733582,27
을지로입구역 4번출구 앞,중구,37.56622314,126.9835892,을지로2가 사거리 북측,중구,37.56638336,126.9872055,17
을지로입구역 4번출구 앞,중구,37.56622314,126.9835892,종로타워빌딩,종로구,37.57051086,126.9833679,77
을지로입구역 4번출구 앞,중구,37.56622314,126.9835892,동묘앞역 1번출구 뒤,종로구,37.57324219,127.0159073,13
을지로입구역 4번출구 앞,중구,37.56622314,126.9835892,서울지방고용노동청 앞,중구,37.56761551,126.9872437,19
을지로입구역 4번출구 앞,중구,37.56622314,126.9835892,안국동사거리(신),종로구,37.57580566,126.9833908,12
을지로입구역 4번출구 앞,중구,37.56622314,126.9835892,시청역(2호선) 9번출구 뒤,중구,37.56322861,126.9748383,18
을지로입구역 4번출구 앞,중구,37.56622314,126.9835892,명동역9번 출구,중구,37.56122589,126.9874954,21
을지로입구역 4번출구 앞,중구,37.56622314,126.9835892,광화문역 5번출구,종로구,37.56989288,126.9775696,16
을지로입구역 4번출구 앞,중구,37.56622314,126.9835892,종각역 5번출구,종로구,37.56983566,126.9826584,11
을지로입구역 4번출구 앞,중구,37.56622314,126.9835892,종각역 1번출구 앞,종로구,37.57039642,126.9817886,15
을지로입구역 4번출구 앞,중구,37.56622314,126.9835892,을지로입구역 2번출구,중구,37.56634521,126.9822922,12
